primary_isin,year
US7499511092,2019
US7499511092,2018
US00103YAA91,2021
US00103YAA91,2020
US00103YAA91,2019
US00103YAA91,2018
US03852U1060,2021
US03852U1060,2020
US03852U1060,2019
US03852U1060,2018
US74977XAA90,2021
US74977XAA90,2020
US74977XAA90,2019
US74977XAA90,2018
US570362AA10,2021
US570362AA10,2020
US570362AA10,2019
US570362AA10,2018
US40051V1052,2021
US40051V1052,2020
US40051V1052,2019
US40051V1052,2018
US82088NAA00,2021
US82088NAA00,2020
US82088NAA00,2019
US82088NAA00,2018
US822538AA22,2021
US822538AA22,2020
US822538AA22,2019
US822538AA22,2018
US7236641087,2021
US7236641087,2019
US7236641087,2018
US7236641087,2020
US8438771011,2021
US8438771011,2020
US8438771011,2019
US8438771011,2018
US857555AA42,2021
US857555AA42,2020
US857555AA42,2019
US857555AA42,2018
US86614U1007,2021
US86614U1007,2020
US86614U1007,2019
US86614U1007,2018
US903726AA55,2021
US903726AA55,2020
US903726AA55,2019
US903726AA55,2018
US911358AK51,2021
US911358AK51,2019
US911358AK51,2018
US911358AK51,2020
US9092181091,2021
US9092181091,2020
US9092181091,2019
US9092181091,2018
US90346JAB89,2021
US90346JAB89,2020
US90346JAB89,2019
US90346JAB89,2018
US94973BAA98,2021
US94973BAA98,2020
US94973BAA98,2019
US94973BAA98,2018
US950399AA37,2021
US950399AA37,2020
US950399AA37,2019
US950399AA37,2018
US97654NAA28,2021
US97654NAA28,2019
US97654NAA28,2018
US97654NAA28,2020
US988745AA38,2021
US988745AA38,2020
US988745AA38,2019
US988745AA38,2018
US2576511099,2021
US2576511099,2020
US2576511099,2019
US2576511099,2018
US989194AA32,2021
US989194AA32,2020
US989194AA32,2019
US989194AA32,2018
US98951QAA31,2021
US98951QAA31,2020
US98951QAA31,2019
US98951QAA31,2018
US8354511052,2021
US8354511052,2020
US8354511052,2019
US8354511052,2018
US00751Y1064,2021
US00751Y1064,2020
US00751Y1064,2019
US00751Y1064,2018
US05561Q2012,2021
US05561Q2012,2020
US05561Q2012,2019
US05561Q2012,2018
US542691AB69,2021
US542691AB69,2020
US542691AB69,2019
US542691AB69,2018
US50060P1066,2021
US50060P1066,2020
US50060P1066,2019
US50060P1066,2018
US0123481089,2021
US0123481089,2020
US0123481089,2019
US0123481089,2018
US4283001075,2021
US4283001075,2020
US4283001075,2019
US4283001075,2018
US5626621065,2021
US5626621065,2020
US5626621065,2019
US5626621065,2018
US69608A1088,2021
US69608A1088,2020
US69608A1088,2019
US69608A1088,2018
US0235861004,2021
US0235861004,2020
US0235861004,2019
US0235861004,2018
US9478901096,2021
US9478901096,2020
US9478901096,2019
US9478901096,2018
US90385D1072,2021
US90385D1072,2020
US90385D1072,2019
US90385D1072,2018
US8175651046,2021
US8175651046,2020
US8175651046,2019
US8175651046,2018
US9311421039,2021
US9311421039,2020
US9311421039,2019
US9311421039,2018
US7415111092,2021
US7415111092,2020
US7415111092,2019
US7415111092,2018
US04685W1036,2021
US04685W1036,2020
US04685W1036,2019
US04685W1036,2018
US0341641035,2021
US0341641035,2020
US0341641035,2019
US0341641035,2018
US9282411084,2021
US9282411084,2020
US9282411084,2019
US9282411084,2018
US9112682094,2021
US9112682094,2020
US9112682094,2019
US9112682094,2018
US7720812046,2021
US7720812046,2020
US7720812046,2019
US7720812046,2018
US06849AAA79,2021
US06849AAA79,2020
US06849AAA79,2019
US06849AAA79,2018
US63253R2013,2021
US63253R2013,2020
US63253R2013,2019
US63253R2013,2018
US0755712082,2021
US0755712082,2020
US0755712082,2019
US0755712082,2018
US9427491025,2021
US9427491025,2020
US9427491025,2019
US9427491025,2018
US87217U2087,2021
US87217U2087,2020
US87217U2087,2019
US87217U2087,2018
US64111N1019,2021
US64111N1019,2020
US64111N1019,2019
US64111N1019,2018
US86074Q1022,2021
US86074Q1022,2020
US86074Q1022,2019
US86074Q1022,2018
US09227Q1004,2021
US09227Q1004,2020
US09227Q1004,2019
US09227Q1004,2018
US8000131040,2021
US8000131040,2020
US8000131040,2019
US8000131040,2018
US03070Q1013,2021
US03070Q1013,2020
US03070Q1013,2019
US03070Q1013,2018
US61746WPH78,2021
US61746WPH78,2020
US61746WPH78,2019
US61746WPH78,2018
US2035661048,2021
US2035661048,2020
US2035661048,2019
US2035661048,2018
US90130A3095,2021
US90130A3095,2020
US90130A3095,2019
US90130A3095,2018
US30219G1085,2021
US30219G1085,2020
US30219G1085,2019
US30219G1085,2018
US5871881034,2021
US5871881034,2020
US5871881034,2019
US5871881034,2018
US0967611015,2021
US0967611015,2020
US0967611015,2019
US0967611015,2018
US02152FAA66,2021
US02152FAA66,2020
US02152FAA66,2019
US02152FAA66,2018
US9497461015,2021
US9497461015,2020
US9497461015,2019
US9497461015,2018
US09260D1072,2021
US09260D1072,2020
US09260D1072,2019
US09260D1072,2018
US5528481030,2020
US5528481030,2019
US5528481030,2021
US5528481030,2018
US05948XBP50,2019
US05948XBP50,2020
US05948XBP50,2021
US05948XBP50,2018
US89854H1023,2019
US89854H1023,2018
US89854H1023,2020
US89854H1023,2021
US9290891004,2019
US9290891004,2018
US9290891004,2020
US9290891004,2021
US1091781039,2019
US1091781039,2018
US1091781039,2020
US1091781039,2021
US4881522084,2021
US4881522084,2019
US4881522084,2020
US4881522084,2018
US83304A1060,2021
US83304A1060,2020
US83304A1060,2019
US83304A1060,2018
US042380AA34,2021
US042380AA34,2020
US042380AA34,2019
US042380AA34,2018
US23062PAA93,2021
US23062PAA93,2020
US23062PAA93,2019
US23062PAA93,2018
USP73424AA48,2021
USP73424AA48,2020
USP73424AA48,2019
USP73424AA48,2018
US23251P1021,2021
US23251P1021,2020
US23251P1021,2019
US23251P1021,2018
US7625441040,2021
US7625441040,2020
US7625441040,2018
US7625441040,2019
US7005171050,2021
US7005171050,2020
US7005171050,2019
US7005171050,2018
US8871001058,2018
US8871001058,2021
US8871001058,2020
US8871001058,2019
US78516FAA75,2020
US78516FAA75,2019
US78516FAA75,2021
US78516FAA75,2018
US7613521035,2021
US7613521035,2020
US7613521035,2019
US7613521035,2018
US9621661043,2021
US9621661043,2020
US9621661043,2018
US9621661043,2019
US2703211027,2021
US2703211027,2020
US2703211027,2019
US2703211027,2018
US641423AD05,2021
US641423AD05,2020
US641423AD05,2019
US641423AD05,2018
US53225G1022,2020
US53225G1022,2021
US53225G1022,2019
US53225G1022,2018
US0326572072,2021
US0326572072,2020
US0326572072,2019
US0326572072,2018
US63227W2035,2021
US63227W2035,2020
US63227W2035,2019
US63227W2035,2018
US3733346973,2020
US3733346973,2021
US3733346973,2019
US3733346973,2018
US7838591011,2021
US7838591011,2020
US7838591011,2019
US7838591011,2018
US1398591024,2020
US1398591024,2021
US1398591024,2019
US1398591024,2018
US7310951055,2021
US7310951055,2020
US7310951055,2019
US7310951055,2018
US26441C2044,2021
US26441C2044,2020
US26441C2044,2019
US26441C2044,2018
USU6646P1168,2021
USU6646P1168,2020
USU6646P1168,2019
USU6646P1168,2018
US85207U1051,2021
US85207U1051,2020
US85207U1051,2019
US85207U1051,2018
US0255371017,2021
US0255371017,2020
US0255371017,2019
US0255371017,2018
US92262D1019,2021
US92262D1019,2020
US92262D1019,2019
US92262D1019,2018
US9047081040,2021
US9047081040,2020
US9047081040,2019
US9047081040,2018
US8606301021,2021
US8606301021,2020
US8606301021,2019
US8606301021,2018
US0405552037,2021
US0405552037,2020
US0405552037,2019
US0405552037,2018
US8425871071,2021
US8425871071,2020
US8425871071,2019
US8425871071,2018
US9899221090,2021
US9899221090,2020
US9899221090,2019
US9899221090,2018
US73278L1052,2021
US73278L1052,2020
US73278L1052,2019
US73278L1052,2018
US27579R1041,2021
US27579R1041,2020
US27579R1041,2019
US27579R1041,2018
US3886891015,2021
US3886891015,2020
US3886891015,2019
US3886891015,2018
US86837X1054,2021
US86837X1054,2020
US86837X1054,2019
US86837X1054,2018
US740816AB93,2021
US740816AB93,2020
US740816AB93,2019
US740816AB93,2018
US7429621037,2021
US7429621037,2020
US7429621037,2019
US7429621037,2018
US6247581084,2021
US6247581084,2020
US6247581084,2019
US6247581084,2018
US2910051067,2021
US2910051067,2020
US2910051067,2019
US2910051067,2018
US92343X1000,2021
US92343X1000,2020
US92343X1000,2019
US92343X1000,2018
US70213HAA68,2021
US70213HAA68,2020
US70213HAA68,2019
US70213HAA68,2018
US3154051003,2021
US3154051003,2020
US3154051003,2019
US3154051003,2018
US00941Q1040,2021
US00941Q1040,2020
US00941Q1040,2019
US00941Q1040,2018
US8968181011,2021
US8968181011,2020
US8968181011,2019
US8968181011,2018
US2036071064,2021
US2036071064,2020
US2036071064,2019
US2036071064,2018
US5463471053,2021
US5463471053,2020
US5463471053,2019
US5463471053,2018
US61691JAA25,2021
US61691JAA25,2020
US61691JAA25,2019
US61691JAA25,2018
US12803QAA40,2021
US12803QAA40,2020
US12803QAA40,2019
US12803QAA40,2018
US48305QAA13,2021
US48305QAA13,2020
US48305QAA13,2019
US48305QAA13,2018
US60786M1053,2021
US60786M1053,2020
US60786M1053,2019
US60786M1053,2018
US4198491049,2021
US4198491049,2020
US4198491049,2019
US4198491049,2018
US92765X2080,2021
US92765X2080,2020
US92765X2080,2019
US92765X2080,2018
US89785L1070,2021
US89785L1070,2020
US89785L1070,2019
US89785L1070,2018
USU14534AA64,2021
USU14534AA64,2020
USU14534AA64,2019
USU14534AA64,2018
US70932B1017,2021
US70932B1017,2020
US70932B1017,2019
US70932B1017,2018
US92552V1008,2021
US92552V1008,2020
US92552V1008,2019
US92552V1008,2018
US8968821079,2021
US8968821079,2020
US8968821079,2019
US8968821079,2018
US0591651007,2021
US0591651007,2020
US0591651007,2019
US0591651007,2018
US3208671046,2021
US3208671046,2020
US3208671046,2019
US3208671046,2018
US96208T1043,2021
US96208T1043,2020
US96208T1043,2019
US96208T1043,2018
US2480191012,2021
US2480191012,2020
US2480191012,2019
US2480191012,2018
US167725AA82,2021
US167725AA82,2020
US167725AA82,2019
US167725AA82,2018
US309601AA06,2021
US309601AA06,2020
US309601AA06,2019
US309601AA06,2018
US0739021089,2021
US0739021089,2020
US0739021089,2019
US0739021089,2018
US4955821081,2021
US4955821081,2020
US4955821081,2019
US4955821081,2018
US08579W1036,2021
US08579W1036,2020
US08579W1036,2019
US08579W1036,2018
US16952T1007,2021
US16952T1007,2020
US16952T1007,2019
US16952T1007,2018
US12646R1059,2021
US12646R1059,2020
US12646R1059,2019
US12646R1059,2018
US2782651036,2021
US2782651036,2020
US2782651036,2019
US2782651036,2018
US48244BAA89,2021
US48244BAA89,2020
US48244BAA89,2019
US48244BAA89,2018
US7370101088,2021
US7370101088,2020
US7370101088,2019
US7370101088,2018
US7750431022,2021
US7750431022,2020
US7750431022,2019
US7750431022,2018
US87509U1060,2021
US87509U1060,2020
US87509U1060,2019
US87509U1060,2018
US46591M1099,2021
US46591M1099,2020
US46591M1099,2019
US46591M1099,2018
US6387891079,2021
US6387891079,2020
US6387891079,2019
US6387891079,2018
US726505AL47,2021
US726505AL47,2020
US726505AL47,2019
US726505AL47,2018
US89838QAA13,2021
US89838QAA13,2020
US89838QAA13,2019
US89838QAA13,2018
US0251954055,2021
US0251954055,2020
US0251954055,2019
US0251954055,2018
US4525281022,2021
US4525281022,2020
US4525281022,2019
US4525281022,2018
US85205TAA88,2021
US85205TAA88,2020
US85205TAA88,2019
US85205TAA88,2018
US8086271033,2021
US8086271033,2020
US8086271033,2019
US8086271033,2018
US4499341083,2021
US4499341083,2020
US4499341083,2019
US4499341083,2018
US8173151049,2021
US8173151049,2020
US8173151049,2019
US8173151049,2018
US4405431069,2021
US4405431069,2020
US4405431069,2019
US4405431069,2018
US69007J1060,2021
US69007J1060,2020
US69007J1060,2019
US69007J1060,2018
US12802T1016,2021
US12802T1016,2020
US12802T1016,2019
US12802T1016,2018
US3157851052,2021
US3157851052,2020
US3157851052,2019
US3157851052,2018
US9393227072,2021
US9393227072,2020
US9393227072,2019
US9393227072,2018
US6247561029,2021
US6247561029,2020
US6247561029,2019
US6247561029,2018
US00737L1035,2021
US00737L1035,2020
US00737L1035,2019
US00737L1035,2018
US12489L2079,2021
US12489L2079,2020
US12489L2079,2019
US12489L2079,2018
US7835491082,2021
US7835491082,2020
US7835491082,2019
US7835491082,2018
US178180GD13,2021
US178180GD13,2020
US178180GD13,2019
US178180GD13,2018
US31984WAM64,2021
US31984WAM64,2020
US31984WAM64,2019
US31984WAM64,2018
US5544891048,2021
US5544891048,2020
US5544891048,2019
US5544891048,2018
US73172K1043,2021
US73172K1043,2020
US73172K1043,2019
US73172K1043,2018
US0814371052,2021
US0814371052,2020
US0814371052,2019
US0814371052,2018
US88076W1036,2021
US88076W1036,2020
US88076W1036,2019
US88076W1036,2018
US90320WAD56,2021
US90320WAD56,2020
US90320WAD56,2019
US90320WAD56,2018
US0248351001,2019
US0248351001,2021
US0248351001,2018
US0248351001,2020
US13462K1097,2018
US13462K1097,2020
US13462K1097,2019
US13462K1097,2021
US8283591092,2019
US8283591092,2020
US8283591092,2018
US8283591092,2021
US143658AC66,2018
US143658AC66,2021
US143658AC66,2020
US143658AC66,2019
US662352AA17,2020
US662352AA17,2018
US662352AA17,2019
US662352AA17,2021
US4987801051,2019
US4987801051,2021
US4987801051,2018
US4987801051,2020
US87233Q1085,2021
US87233Q1085,2020
US87233Q1085,2018
US87233Q1085,2019
US8334451098,2020
US8334451098,2021
US8334451098,2018
US8334451098,2019
US1694831041,2021
US1694831041,2020
US1694831041,2018
US1694831041,2019
US17401QAA94,2021
US17401QAA94,2020
US17401QAA94,2018
US17401QAA94,2019
US2172041061,2021
US2172041061,2020
US2172041061,2019
US2172041061,2018
US22282E1029,2021
US22282E1029,2019
US22282E1029,2018
US22282E1029,2020
US0082521081,2021
US0082521081,2019
US0082521081,2018
US0082521081,2020
US8708113043,2019
US8708113043,2018
US8708113043,2020
US8708113043,2021
US7777793073,2021
US7777793073,2019
US7777793073,2018
US7777793073,2020
US931142CG62,2020
US931142CG62,2021
US931142CG62,2018
US931142CG62,2019
US6031581068,2021
US6031581068,2018
US6031581068,2019
US6031581068,2020
US5018892084,2021
US5018892084,2020
US5018892084,2019
US5018892084,2018
US06808T1079,2020
US06808T1079,2019
US06808T1079,2021
US06808T1079,2018
US3652351004,2020
US3652351004,2019
US3652351004,2018
US3652351004,2021
US85208M1027,2020
US85208M1027,2019
US85208M1027,2021
US85208M1027,2018
US30603D1090,2020
US30603D1090,2019
US30603D1090,2018
US30603D1090,2021
US9858171054,2021
US9858171054,2019
US9858171054,2018
US9858171054,2020
US55279B2025,2020
US55279B2025,2021
US55279B2025,2019
US55279B2025,2018
US3795772082,2021
US3795772082,2020
US3795772082,2019
US3795772082,2018
US88322Q1085,2021
US88322Q1085,2020
US88322Q1085,2019
US88322Q1085,2018
US81642T1007,2020
US81642T1007,2021
US81642T1007,2019
US81642T1007,2018
US5903282094,2020
US5903282094,2019
US5903282094,2018
US5903282094,2021
US74587V1070,2021
US74587V1070,2019
US74587V1070,2018
US74587V1070,2020
US84756N1090,2021
US84756N1090,2019
US84756N1090,2018
US84756N1090,2020
US45845P1084,2020
US45845P1084,2021
US45845P1084,2019
US45845P1084,2018
US74967X1037,2020
US74967X1037,2019
US74967X1037,2018
US74967X1037,2021
US1954933099,2021
US1954933099,2020
US1954933099,2019
US1954933099,2018
US88677Q1094,2021
US88677Q1094,2020
US88677Q1094,2019
US88677Q1094,2018
US76155G2066,2021
US76155G2066,2019
US76155G2066,2018
US76155G2066,2020
US9837931008,2021
US9837931008,2019
US9837931008,2018
US9837931008,2020
US92339V1008,2020
US92339V1008,2019
US92339V1008,2018
US92339V1008,2021
US29482P1003,2021
US29482P1003,2019
US29482P1003,2018
US29482P1003,2020
US60040N1054,2020
US60040N1054,2021
US60040N1054,2019
US60040N1054,2018
US74758T3032,2020
US74758T3032,2019
US74758T3032,2018
US74758T3032,2021
US8978881030,2021
US8978881030,2019
US8978881030,2018
US8978881030,2020
US71377E1055,2021
US71377E1055,2019
US71377E1055,2018
US71377E1055,2020
US25278X1090,2021
US25278X1090,2020
US25278X1090,2019
US25278X1090,2018
US53224V1008,2021
US53224V1008,2020
US53224V1008,2019
US53224V1008,2018
US08182C1062,2020
US08182C1062,2021
US08182C1062,2019
US08182C1062,2018
US25746U1097,2021
US25746U1097,2019
US25746U1097,2018
US25746U1097,2020
US98156Q1085,2020
US98156Q1085,2021
US98156Q1085,2019
US98156Q1085,2018
US3635761097,2020
US3635761097,2019
US3635761097,2018
US3635761097,2021
US7587661098,2021
US7587661098,2020
US7587661098,2019
US7587661098,2018
US3152931008,2021
US3152931008,2020
US3152931008,2019
US3152931008,2018
US2533931026,2020
US2533931026,2021
US2533931026,2019
US2533931026,2018
US5854641009,2020
US5854641009,2021
US5854641009,2019
US5854641009,2018
US2328061096,2021
US2328061096,2020
US2328061096,2019
US2328061096,2018
USY7140WAE85,2021
USY7140WAE85,2020
USY7140WAE85,2019
USY7140WAE85,2018
US9345502036,2021
US9345502036,2020
US9345502036,2019
US9345502036,2018
US75524W1080,2021
US75524W1080,2020
US75524W1080,2019
US75524W1080,2018
US9692031084,2021
US9692031084,2020
US9692031084,2019
US9692031084,2018
US70336T5002,2021
US70336T5002,2020
US70336T5002,2019
US70336T5002,2018
US20786W1071,2021
US20786W1071,2020
US20786W1071,2019
US20786W1071,2018
US08949LAA89,2021
US08949LAA89,2020
US08949LAA89,2019
US08949LAA89,2018
US0905722072,2021
US0905722072,2020
US0905722072,2019
US0905722072,2018
US83409V1044,2021
US83409V1044,2020
US83409V1044,2019
US83409V1044,2018
US00287T3086,2021
US00287T3086,2019
US00287T3086,2018
US00287T3086,2020
US8292261091,2021
US8292261091,2019
US8292261091,2018
US8292261091,2020
US37247A1025,2021
US37247A1025,2019
US37247A1025,2018
US37247A1025,2020
US9892071054,2021
US9892071054,2020
US9892071054,2019
US9892071054,2018
US7328721060,2021
US7328721060,2020
US7328721060,2019
US7328721060,2018
US45773Y1055,2021
US45773Y1055,2020
US45773Y1055,2019
US45773Y1055,2018
